ID	pRoof4	pRoof3	pRoof2	pRoof1	pRoofA	pRoofS	pTrans3	pTrans2	pTrans1	pTransA	pTransS	aR3	aR2	aR1	aRA	aRS	upIS	upIA	pHeight	pLen	pWid	pWHRat	pWLRat	pHLRat	aRHeight	aRDepth	antPArea	antPAreaR	antPLin	overjet	overbite	pArchCorM24	pArchCorM23	pArchCorM22	pArchCorM21	dArchAxial4	dArchAxial3	dArchAxial2	dArchAxial1	slMHeight	slMDepth	ttTotA	ttAvailA	ttRatioA	lowIS	lowIA	cHeight	pm2Height	m2Height	cLen	pm2Len	m2Len	cWidth	pm2Width	m2Width	cp2R	cm2R
319011	-2.8943574731e-05	0.00040568462597	-0.0047401300222	0.14089798195	13.396869911	0.23817587398	-0.00028877692028	0.0023709475202	-0.20420944743	27.387824068	-0.51808118658	-0.0074246927596	0.74352860594	-25.092365882	19.327870247	-0.35074119403	-1.6935283635	59.438864133	12.492591796	37.995177069	45.90167211	1.2080920699	3.6743113726	0.32879414599	8.5588012005	29.52934322	182.35070353	0.56092530098	0.98653905016	4.307073482	5.8015484669	3.4909084561e-05	0.00056750962353	-0.035419096944	-0.24133901248	-1.4690973928e-05	-0.00088391473209	-0.084182231664	-0.27961923606	20.426550189	30.469991425	110.50806315	62.131605195	0.5622359439	0.99809850219	44.945474276	2.4391376693	10.200345649	11.158555581	15.431789089	31.214589921	46.57453965	24.524097716	33.048988945	44.37529855	0.742052888722645	0.552652004997046
321012	-1.1915914247e-05	-0.00045156275516	-0.0063832977729	0.1997851376	11.005081451	0.19447234975	8.1959826168e-05	-0.037123246866	0.72608610217	34.63550163	-0.69076867962	-0.006941111726	0.67805277576	-22.400157674	19.910648564	-0.3622051673	-1.8701567527	61.865936493	15.386332774	35.604554392	39.227695465	1.1017606072	2.549515602	0.43214507348	13.017601721	30.405450511	245.73505193	0.59706316391	0.96252095135	3.96733284	3.6485921144	-3.1408788704e-05	-0.0005043832187	-0.02902339606	0.043506362704	-0.00017303031822	-0.00082857400141	-0.011006195695	0.031686199294	24.518817371	27.80589857	78.102106222	30.118150407	0.38562532899	1.0336773468	45.948721529	3.8449558998	12.132752072	12.247908517	15.599253267	29.760022253	44.496539839	25.086682003	34.057347784	38.144026112	0.736601163487711	0.65768311738618
323029	-2.5570139738e-05	-0.00023866084841	0.0028778702186	0.080714445682	3.4035545154	0.059473204266	-0.00049492857193	0.015400360277	-0.61194134763	35.033655774	-0.70108330129	0.012735702308	-1.3514680265	47.407388447	15.556646533	-0.27838954233	-0.82111682399	39.38999364	15.165671681	39.464959609	37.295074976	0.94501743688	2.4591772631	0.38428195115	12.162385382	31.443251608	194.89783089	0.4834528601	0.98306676339	4.8834833437	3.092254179	-6.4628833783e-05	-0.00054437275402	-0.020521804529	-0.10846247149	-7.888498407e-05	-0.00087475616524	-0.066198648751	-0.27677841151	22.130383455	30.583782894	93.052913761	42.137145744	0.45282994418	0.67590599349	34.054996394	4.374776951	12.9603735	12.587608629	17.415036914	33.703318721	49.596576285	23.307406916	30.360662873	38.023398067	0.767684388628006	0.612975380972807
325118	-4.1277590776e-05	-0.00028264077667	0.0010638214618	0.21854726728	12.38417756	0.21957477397	0.0038383864553	-0.24342911161	4.0365824172	39.524369533	-0.82505098873	0.005310238361	-0.52541687885	17.148612079	7.2628885821	-0.12744466329	-0.76326728872	37.353309765	15.598298341	37.799121895	37.501191021	0.99211804773	2.4041847515	0.41266298155	14.438911889	29.424700623	211.28113155	0.46672594138	0.94535166126	2.9696961836	1.9746932605	1.6225313218e-05	6.2423475197e-05	-0.053092640981	-0.20152995695	-0.00010914603901	0.00026521680533	-0.050843167057	-0.40638902068	27.065162683	33.611911259	169.83495802	115.58656314	0.68058169231	0.95926720783	43.809003224	0.9054992709	14.804349273	14.871412789	16.048983856	36.148982362	52.087656772	23.51194751	32.239081446	40.407857537	0.729299547488106	0.581865729665844
330017	2.3848995188e-05	-0.00015112855874	-0.0071621361229	0.23627028641	11.591600241	0.20511774415	0.0051297606351	-0.43211916391	10.578060879	51.317715649	-1.2489952703	0.0090260142419	-0.95294773376	32.716533088	37.004331319	-0.75367257923	-1.393048071	54.327312254	20.408929552	38.222981474	42.307372428	1.106856943	2.0729834124	0.5339439459	15.684344083	31.258407655	255.02000698	0.55178692987	0.98064194647	5.8125290548	6.0522099625	-3.1959417241e-05	-0.00042910840755	-0.022125305124	-0.14476139848	-6.8740212383e-05	-0.00085667920554	-0.044723952166	-0.29806885661	26.159930005	28.911216675	69.122626819	29.110038789	0.4211361768	0.7142979028	35.53814021	7.3365882651	18.493710546	14.92469265	19.206792803	35.905951664	47.796047517	22.929168542	35.372466584	42.749916411	0.648220798726305	0.536355868431595
401019	4.1857275319e-05	0.0007301596184	-0.010118256631	0.065800565697	9.1129019032	0.16040501498	0.0014344012189	-0.092600647417	1.21202552	32.218080963	-0.6301744133	-0.007451519696	0.67237678999	-20.476863806	19.322362381	-0.35063324137	-1.5640627522	57.406756652	13.428001163	33.565015121	41.296448984	1.2303420343	3.0753980791	0.40005944031	9.8297997751	24.754249943	186.37139994	0.52605472272	0.9825160635	2.3836324696	2.8956548568	4.0194369117e-05	0.00038402701875	-0.046902107142	-0.13325515536	-0.00010789485206	-6.156822393e-05	-0.039877096673	-0.11849117237	22.935643722	30.536314591	122.32324824	92.266389182	0.7542833477	2.0230286535	63.696427322	2.5257521853	11.702545366	11.91166224	15.236098978	30.933088211	45.955024544	24.476711591	32.379816735	43.168959055	0.755924957553655	0.566997957023126
401020	-3.4890153048e-05	0.00099048607696	-0.0099811647169	0.099650139064	4.9247347274	0.086165133205	-0.00015473023253	-0.032882303262	1.2381305794	45.065059558	-1.0022735896	-0.05180073657	6.0173468944	-233.09938476	25.567557187	-0.47842369403	-1.64999048	58.781450705	16.286522567	39.035165828	43.728125947	1.1202239063	2.6849271086	0.41722693427	14.407184465	35.738446264	172.69914362	0.55352154368	0.97262569599	4.1035991222	3.0069297916	-1.6735477914e-05	-0.00013987010887	-0.024668242076	-0.04616746807	-6.3903381583e-05	-0.00015583650424	-0.047105359653	-0.27890894848	25.620686896	32.042061425	61.857420396	21.807298958	0.3525413575	1.0027750628	45.079389488	5.9396188933	14.36537062	13.307137168	16.741092799	31.457970553	46.218138374	23.366588596	33.511522872	40.816163385	0.69727026984869	0.572483708858027
402023	2.243056008e-05	0.00038361854355	-0.010291745547	0.25900339182	19.924037062	0.36246951927	0.0023477310619	-0.15845786794	2.4248688431	40.95349467	-0.86786272418	0.014135680204	-1.1755303706	31.61898756	37.118309334	-0.75679652074	-0.56494519067	29.464067774	18.145688502	32.748243137	40.311547012	1.2309529657	2.2215495988	0.55409654882	10.61401728	22.873620899	243.111085	0.55396549656	0.98424930529	2.2394698565	0.99987092472	3.6424662212e-05	0.0003436661086	-0.055745065535	-0.20011613433	-3.4067009018e-05	0.00010752509351	-0.066067313702	-0.1811284022	26.714579749	29.27735029	152.01465842	135.37063329	0.8905103935	0.14132171283	8.0438696954	4.5665635573	15.495905007	14.369924679	15.660741934	31.047002572	43.609804061	21.362971202	31.878031963	36.91316879	0.670147116572172	0.578735771061393
409029	1.1134520142e-06	0.0002759972634	-0.0077592776123	0.1083002613	6.9071388314	0.1211397194	-0.0022052121877	0.12420634778	-2.6549538548	33.944235757	-0.67309337532	-0.019490711277	2.150862756	-79.359976771	19.780079517	-0.35962945961	-2.1775477287	65.33388986	13.804926228	38.442256889	36.804825951	0.95740544209	2.6660646601	0.35910811032	11.204877453	33.26479175	171.50245715	0.56803663279	0.95646153132	4.1006570179	6.32440304	-2.9928568969e-05	-5.164132021e-05	-0.017242132208	0.019792456769	6.8921600764e-06	0.00070471639678	-0.094617015415	-0.33258884634	21.246733475	30.195515956	59.918673651	21.583716411	0.36021685889	0.96449652971	43.964631624	3.7655558193	10.555258982	9.8278777028	15.298429434	29.443719282	44.095085356	22.025548172	29.99320668	37.945288395	0.734351228496252	0.580455416301495
409030	-1.3733391396e-06	-3.2278367333e-05	-0.0039663184941	0.257536357	14.548892554	0.2595281953	0.0016949136072	-0.12108730871	2.0001789837	34.850460293	-0.69632502551	0.0012075435433	-0.08033694062	0.99427284187	19.958662686	-0.36315339983	-0.75142657687	36.922173409	14.701176589	37.285744963	40.922098387	1.0975266399	2.7835934179	0.39428410518	11.505017651	28.31675551	183.65598661	0.47602802972	0.98320656555	3.5629365013	1.4328475877	-1.2693393031e-05	-0.00016758527193	-0.029492272855	-0.13368871933	-0.00011741804796	-0.0011324723614	-0.05257556001	-0.3546568863	24.637583002	33.190284263	149.8238609	106.50832026	0.71089023885	0.94051420508	43.244167456	2.6426890546	13.883285345	12.796401551	16.065101799	32.705129823	47.434567867	24.41699257	33.007038674	40.653108214	0.739751081917977	0.600618098903231
413034	3.9676973237e-05	-0.0017927784816	0.02636109214	-0.00069685276883	7.7005894912	0.1352157813	-0.001390419793	0.035621157046	0.13762598245	39.761947217	-0.83204403459	0.008634531693	-0.89983186273	30.384731781	38.64722272	-0.79963982252	-1.0348305913	45.980647241	16.021984775	38.899777346	36.988332158	0.95086231031	2.3085986335	0.41187857279	11.22544504	32.64344894	207.11386508	0.60139242041	0.95901795523	6.7699078017	5.7654844127	5.6615746527e-05	2.3077126643e-05	-0.066074286902	-0.097262919698	-0.00013134552791	-0.00065458520773	-0.093866544214	-0.33781898089	22.695939975	30.652798992	70.894112726	17.170510579	0.24219938608	1.5155859288	56.582739631	4.1084369679	13.943584225	13.16783873	15.134550859	31.188114616	44.825415146	21.151184032	26.478751913	31.511897571	0.798798376203511	0.671212642283566
